Produto,media_valor_vendido,media_peso_vendido,quantidade_vendas,quantidade_clientes,saldo_kg,preco_sugerido
83601,17331.79,166.07,13,9,1581.35287,127.33
6075,51496,1570,1,1,0,150.9
1039,161124.4,6266.25,12,1,42167,28.3
12110,14072.36,278,1,1,0,74.44
10267,6501.49,630.87,104,45,2887,30.42
10758,16372.59,812.42,12,10,4827,25.66
12292,1474.76,23,1,1,0,53.53
10637,7503,1205,2,2,0,29.13
12209,14357,586,1,1,0,35.76
12173,38737.4,634,1,1,0,141.79
7271,1828.65,16.1,14,12,145.9512,9.56
4036,1762.68,6,1,1,0,343.33
10130,4052.74,123.9,10,7,1808,53.13
7649,1989.55,37.24,6,4,0,345.95
1844,828,30.27,10,4,259.488,25.47
11661,14389.7,420.5,6,4,491,28.5
12445,6015,283.5,2,2,0,29.93
1523,19200,1208.75,4,4,2170,29.28
11499,6457.43,203,1,1,0,45.13
10131,4272.44,94.57,7,5,1894,53.13
8202,8862.45,706.4,5,3,0,68.59
8903,10943,432,5,5,0,57.55
7434,2600,50,1,1,0,99.82
7087,4474.14,134,6,1,879.35,61.06
12438,4725.6,264,2,1,0,28.43
12413,4957.2,579.5,2,2,0,42.46
8364,5566.75,175,1,1,0,45.13
6368,1978.68,58.32,2,2,14.58,235.55
2660,2022.73,96.52,27,21,1451,44.68
8403,13383.76,219.5,4,3,0,48.44
11833,2528.42,259.83,49,32,1772,46.86
4651,1970.64,18.58,1,1,0,88.4
1075,786.96,55.96,12,11,687.4896,40.99
1691,203215.32,4951.7,10,1,222827,46.86
5673,949.2,45.42,6,5,601.614,40.77
83782,2854.5,88.48,22,14,1565.934264,698.62
4225,26928,383.3,2,1,135.2808,176.86
12451,6434.72,307,2,1,0,28.33
2583,3500.07,20.28,1,1,0,36.05
12322,1.5,3,1,1,0,34.65
5790,7115.78,106,2,2,218.4,83.91
2644,41177.63,648.25,4,2,0,55.76
6462,5112,1287.53,12,9,213.2112,23.52
6891,3149,94,1,1,0,150.9
12514,29400,1400,1,1,0,30.76
12494,2008.8,24.04,1,1,0,443.9
14105,35990.88,213.93,41,24,591,65.75
12267,17510,467.5,2,2,1175,53.13
12539,8485.29,99,1,1,0,49.87
12464,17352,723,1,1,0,38.76
12482,8472,353,1,1,0,38.76
12197,20493.4,380,1,1,0,53.93
10992,2295.18,41,1,1,9,55.98
12569,436.8,21,1,1,0,28.99
12571,790.4,38,1,1,0,28.99
783,568.68,86.68,13,11,948.9312,140.23
12640,11900.9,341,1,1,0,52.41
7225,1813.69,51.79,279,178,8054.85,48.8
6150,3792.55,103.38,862,478,13626.66,46.3
4925,3837.83,263.23,29,10,1569.282,47.69
4920,7228.38,224.75,49,36,6471.2634,42.3
1093,6730.75,117.69,142,68,5555.7726,71.35
10358,9957.76,348.61,67,29,8926,31.13
100669,4683.42,224.36,306,179,2733,42.42
430,6985.05,140.31,54,15,2003.0976,32.91
136,2451.88,85.18,29,15,121.4928,71.9
3158,2659.34,142.11,133,82,2762.7192,36.91
1025,3790.64,166.95,641,249,30407.15,32
1175,947.69,27.27,143,90,6020.703,14.57
7360,2000.99,85.04,310,190,11564.4,48.8
7350,2209.99,61.7,580,353,11575.5,48.8
2651,5291.66,131.2,349,178,9208.647,130.3
900,3053.19,95.46,368,218,6957.8508,47.39
10374,2266.77,37.35,329,205,269.65,56.78
10739,114682.58,4379.13,32,7,0,28
2075,3827.17,114.93,364,188,14404.090194,52.72
7380,2215.84,64.52,278,192,2892.4,48.8
82763,3877.11,70.75,59,52,942.00354,139.93
2015,10219.01,162.32,62,44,431.6,71.53
4028,229814.09,6073.45,11,1,59608,27.99
9030,3090.9,79.32,454,277,7874.88,50.38
5027,1697,182.14,79,45,8933.5428,66.16
5008,1580.35,98.84,51,26,6576.1104,52.93
6080,8018.07,210.74,117,66,94.4,46.3
2343,15632.52,532.11,214,152,17242.8042,226.05
9888,2678.17,77.6,46,33,8.15,61.06
10760,2605.13,250.64,30,17,14.5,27.4
11634,13593.6,576,1,1,0,34.31
11635,3587.2,152,1,1,0,34.31
994,6042.97,117.88,61,43,55.437,71.53
545,3341.03,102.58,185,100,2717.7018,47.39
3867,5394.3,55.49,42,21,910.47744,83.2
1415,1892.25,49.79,244,131,2648.913,26.37
3367,1225.55,52.47,164,77,2027.05,34.04
10478,14848.4,570.74,35,23,19368,26.73
8397,18689.68,1188.37,144,51,7202,26.71
2420,10268.77,200.73,223,122,6876.432,170.79
5728,9630.62,355.11,319,173,1650.5,44.73
1933,5271.54,120.09,384,221,1430.0352,74.54
7866,3473.5,114.8,255,110,2309.688,14.09
11104,174915.89,6988.3,10,3,27336,41.01
1335,7193.02,241.36,69,33,1218,34.42
10942,272026.41,6637.1,10,2,30061,41.15
2635,5082.97,181.98,157,104,0,482.51
5086,2861.13,149.11,117,45,6773.9766,15.09
3065,4746.76,87.49,21,11,1108.4802,43.44
7337,194632.64,4054.6,10,1,15756,42.97
11427,13372.28,477.36,180,103,3759,40.34
3149,4540.8,23.52,49,25,624.5724,57.98
11382,12788.81,433.27,33,14,8173,41.92
957,428.27,59.67,16,10,1234.9908,20.66
3170,2769.19,137.37,376,186,4380.3744,31.51
7878,7308.38,309.05,154,73,8143.3332,37.44
898,2468.88,96.07,259,154,6142.0524,39.19
8443,8261.49,262.54,50,23,4302.2988,31.74
8448,4570.93,175.79,157,78,4918.5192,60.78
8449,5758.3,173.15,78,41,11.14894,37.44
10531,288.48,28.81,9,8,2646,12.35
667,2662.81,61.6,124,57,2083.042628,58.46
4995,2172.07,82.18,175,81,3259.7334,20.66
1875,2861.74,74.22,117,83,2229.348,80.1
8760,6137.51,780.05,96,48,5639,27.32
3748,19233.88,630.02,30,26,2213.5776,1669.67
83526,6244.26,23.58,44,27,3846.16742,42.67
5126,4250.29,157.46,119,57,2686.5594,79.93
4501,2305.44,119.74,151,73,5461.8,41.4
8039,4496.96,187.57,100,35,2797.8306,45.21
5655,769.65,44.55,109,69,622.05,77.95
1949,4231.71,80.88,28,18,5.15,56.23
3126,3856.11,224.58,231,100,7939.9392,52.62
540,2387.52,53.25,56,33,3474.1224,39.67
2210,18366.8,224.41,28,14,2591.25,46.3
3236,2371.27,48.61,41,25,135.8,56.23
83786,10424.63,125.73,25,17,2619.28,1221.73
12205,17305.84,1146.81,77,52,2543,26.71
6184,10124.66,149.54,64,36,927.2256,106.4
11625,4508.17,113.57,108,41,3837,52.83
11601,22344.8,901,2,1,0,35.21
1072,1753.95,60.25,205,134,8940.0864,25.59
10377,19367.92,1237.44,126,58,121.68,26.73
9148,45877.96,1950.34,61,31,3189,26.73
8740,20257.57,1230.52,109,33,18270,28
9040,3524.57,85.81,235,167,3350.7,50.38
83187,17618.38,809.62,12,10,0,2109.69
1411,5941.03,205.78,55,38,0,118.05
4904,535.29,141.54,40,21,707.694,52.9
4007,11131.02,160.38,39,25,0,228.73
11674,220746.75,6203.38,8,2,0,28.5
2328,3932.31,187.02,40,26,2559.2658,136.55
3724,92341.4,1544.64,32,23,16649.5488,2550.89
1264,3730.21,73.33,20,18,868,71.53
10143,1982.19,45.11,73,51,26.95,56.23
2143,3822.34,85.7,99,69,0,80.54
3835,147402.87,5075.63,24,1,12131,30.35
1337,2229.93,63.41,110,63,1829.9856,31.52
10205,4821.64,195.78,71,35,4137.3378,76.33
11868,149189.73,6426.57,23,1,0,44.73
946,3316.7,60.48,34,28,151.7,71.53
5743,1816.49,58.72,20,16,0,83.91
11863,13094.91,612.05,92,47,1899,27.75
200,4372.57,163.92,70,47,2643.6372,199.65
11361,13914.22,373.84,32,12,3350.5,42.76
5919,3518.51,70.12,27,23,901.0716,71.9
7740,3918.99,98.36,141,98,4722.6,48.8
10800,5128.33,309.24,104,58,74.345,27.4
11646,8500.8,184,1,1,0,52.39
9973,12096.63,318.5,12,10,63,52.08
83584,6794.35,40.46,24,16,23.08054,125.56
2092,5102.13,167.77,17,9,22.5468,84.37
82657,4388.68,52.08,37,20,2392.921939,61.94
2407,2238.8,58,1,1,0,150.9
333,791.04,37.46,14,13,1228.938,38.83
3168,1364.67,74.41,126,75,2193.0342,15.3
10477,117424.41,3704.44,9,1,224,26.73
2595,3367.13,48.09,37,26,1825.747,141.3
440,9461.26,802.15,68,38,3889,28.25
1153,4778.77,65.28,76,32,1723.83,10.39
8774,12256.54,705.63,48,31,3999,26.43
5042,2865.18,119.39,11,9,1313.2476,106.78
3084,419.94,11.34,2,1,374.22,80.44
4133,878.78,11.93,13,13,11.6334,54.12
1027,2912.72,125.99,60,43,4319.5152,99.57
11594,0.15,3.08,7,7,0,53.55
9389,8387.44,190.07,30,23,137,46.66
83558,4523.78,35.03,55,36,589.370518,65.11
10820,6024.53,287.36,70,38,4353.28,27.4
1611,14269.99,300.88,30,22,0,429.99
4830,36272.48,292.49,41,32,294.8886,1196.58
6425,158125.11,3692,4,2,0,28.47
10761,13825.42,748.5,2,2,129,26.54
11643,26844.5,951.5,2,2,0,42.75
11644,34140,1200,1,1,0,40.33
3234,4951.63,61.17,58,46,0,71.53
4719,1579.19,86.5,7,6,0,30.29
8022,3254.15,160.55,44,31,0,49.74
90156,10507.22,402.6,60,41,658.002,30.78
11576,29764.47,876.33,3,1,0,36.72
4333,2194.02,49.48,3,2,0,522.54
83151,15715.71,251.67,11,11,0,1477.23
1156,3936.31,92.46,134,78,3876.102,42.98
90126,10480.92,386.43,122,68,2591,31.22
8786,10179.05,655.83,90,39,12598,27.54
11542,7080.92,677.71,7,3,309,26.57
10017,177522.84,5046,2,1,0,30.54
3698,9790.76,50.97,8,6,438.17004,137.74
7754,3310.22,87.85,42,38,11.95,48.8
11614,2983.04,118,1,1,0,46.72
10967,7867.86,243.29,9,7,0,132.96
9110,5847.72,120.67,49,34,56.75,47.59
9052,28284.8,2429.23,13,5,0,29.4
6851,2227.04,55.67,65,44,296.3,53.58
3876,14655.43,601.5,4,4,1260,34.42
1368,11830.5,156.22,12,7,30.9006,166.78
932,3127.58,87.71,71,43,6596.6208,68.94
50,7198.14,155.75,44,20,10.8864,19.36
4917,1608,175.45,4,4,1114.5924,66.75
83699,13758.43,119.29,6,5,222.66664,291.12
10316,15342,1206.39,18,11,0,30.04
10451,35225.82,994.27,26,22,0,86.03
11423,9167.8,281.11,80,41,540,42.71
11738,36605.85,1095,1,1,0,54.86
575,11391.58,147.24,19,13,126.1761,1593.45
9122,15057,717,1,1,0,28.31
11577,6451.5,253,1,1,0,40.18
813,3765.03,111.03,89,63,1017.8784,150.54
11701,2144,134,1,1,0,35.92
10620,21423.24,450.98,15,10,441.5,28.51
7810,1475.24,80.35,29,13,0.85,48.8
8114,1758.54,24.04,1,1,0,458.67
4327,3633.58,51.04,62,43,85.3248,108.13
3174,1469.31,79.45,62,31,1913.8944,45.84
11588,1424.52,36,2,1,0,60.63
11591,688.52,17.4,2,1,0,60.63
10285,31546.07,2023.58,24,20,46091,27.97
1021,750,18.17,1,1,2725.2,128.92
772,1179.2,48.63,12,11,1370.772,96.29
5023,8246.52,271.65,32,22,0,104.99
10961,245062.7,3915,3,1,9540,40.27
9388,289702.95,5273.5,2,1,0,46.66
11556,6686.12,175.68,93,53,6890,53.67
3927,2652.94,59.6,5,4,157,48.39
1910,7246.62,132.34,11,9,2441.8368,55.57
3837,175442.78,5209.75,4,1,31685,26.64
4230,386.43,23.6,20,15,1281.189,72.04
4750,9266.83,156.32,73,49,5054.0544,480.61
11239,15897.9,449,2,2,0,44.52
2267,6183.13,114.85,70,40,1107.6912,39.67
8192,43404.4,890.94,9,5,0,52.83
11496,95510.25,2510,2,2,0,43.37
2677,4169.92,32,1,1,0,132.72
1354,124631.32,4793,9,1,21060,30.13
8362,22290.78,1063.46,107,22,7044,30.04
11756,16458.16,786.67,6,5,0,30.42
5034,2357.84,261.24,18,16,2450.5248,160.85
11192,1239,2129.6,5,4,109,27.48
11874,19704.02,578,2,1,0,53.06
568,6506.19,337.1,136,80,7537,28.3
82686,2969.41,94.67,22,16,2587.9128,47.18
11724,0.21,8.9,3,3,0,51.49
11887,3287,57.67,3,1,0,82.11
10623,76888.8,619.67,3,1,0,107.05
7808,1776,74,1,1,605,29.38
8275,34440,1527,3,3,0,66.52
11871,2388.3,114,1,1,0,38.07
8863,6160.2,128.1,31,19,360,67.26
3318,2675.35,102.33,76,36,3610.152,64.02
4950,13651.74,220.59,7,6,2595.8712,108.68
8629,7157.46,389.57,7,7,357,29.91
2347,25440.48,453.21,5,4,459.23545,6609.38
82637,739.42,18.97,25,17,1071.8808,54.25
1912,2778.65,405.7,148,99,212,45.33
8368,10899.44,2126.18,144,76,7602,26.71
11090,13072.47,625.09,23,10,7422,29.51
5089,7610.62,189.05,23,15,579.348,31.13
10870,1795.56,171.73,6,4,504.7,27.4
1338,4840.25,152.56,28,25,3687,45.63
11952,54463.5,2593.5,2,1,0,39.66
4933,3385.65,190.81,35,18,82.1088,132.89
915,17595.11,277.34,14,10,0,2276.07
7340,2940.36,109.68,36,19,5768.4,48.8
11906,7044.42,339,1,1,0,40.67
7385,1894.11,40.83,2,2,0,230.23
8293,6924.57,357.68,47,29,80,29.75
2116,13492.24,127.26,31,24,1580.8128,57.41
10410,1726.37,89.49,44,12,697.55,27.4
3599,129509.73,5628.74,23,3,55534,29.28
11914,2559.6,45,1,1,0,86.79
6165,4810.51,177.09,41,24,1330.2,46.3
83593,2180.22,164.03,2,2,8.96422,133.75
8642,247263.69,11792.13,8,3,1120,28.58
525,52308.95,1708.25,16,12,8195,53.08
11422,8253.2,289.44,16,10,70,42.71
11965,7760,485,1,1,0,32.12
3005,2870.28,42.16,6,3,0,108.01
4349,521.95,14.3,2,2,0,48.8
6029,1747.22,183.53,40,24,383,45.63
6765,9723.08,198.06,4,1,0,33.83
8970,18666.08,16,1,1,0,1946.15
11470,1533,1630,2,2,0,26.73
8176,14513.58,799,2,2,0,30.36
11999,71656,2985.67,3,1,0,31.83
1478,7199.19,53.4,5,2,1.02022,42.45
5730,2478.48,386.3,118,56,38,45.57
1664,3587,117.45,44,39,3531.3894,119.97
11225,13601,438,2,2,0,27.29
10518,3442.83,131.73,9,7,912.006,70.34
1829,12487.99,152.52,8,5,0,216.53
3040,10203.36,464,2,1,0,150.9
1740,25358.38,615.8,50,23,7817.2968,88.58
80,1860.83,61.98,25,13,1420.8144,43.44
8384,9915.78,340.87,46,22,245,28.04
12008,6264.5,275,1,1,0,35.78
12009,4806.58,211,1,1,0,35.78
8456,11378.1,824.38,8,7,0,29.75
1692,169976.57,6267,10,1,22583,29.3
1379,8658,30.71,6,3,17.1408,82.9
11329,143279.05,3480.57,7,1,0,38.76
11405,11901.56,433.26,19,11,2300,38.02
2507,4348.23,109.22,5,4,2491.6944,292.15
8648,20040,1002,1,1,0,28.58
8589,15722.87,447.8,5,1,0,47.61
7009,4251.04,52.33,3,1,0,4609.69
8316,10760.4,760.86,4,3,0,168.73
12122,2637.48,124,1,1,0,34.2
12092,28260.22,724.83,6,2,0,39.31
12176,6730.39,136.67,3,1,1172,44.54
12181,12309.08,361.5,2,1,0,53.51
12124,58685,3025,1,1,0,30.74
4650,52211.3,313.63,11,8,0,286.3
10946,170288.01,6274.86,7,1,24835,39.8
12193,1083,11.4,1,1,0,102.08
12522,11676.01,477.68,174,128,13047,41.32
11332,119428.36,2910.5,4,1,12633,39.92
10534,4318.25,103.56,12,10,2114.4492,131.69
2447,1009.22,127.29,20,17,5279.3004,74.08
12041,26951.08,910,2,2,0,41.96
12148,40832,1160,4,1,0,52.52
8922,6826.8,185.47,4,3,0,31.4
10817,1275.8,52.7,6,5,2097.8,52.93
10754,12427.46,435.45,11,7,5701,25.89
1372,36512.8,348,22,21,1,48.66
83536,480,47.67,36,21,2.5689534,49.97
4680,166.2,33.31,7,5,304.9392,34.64
130,4448.42,84.4,15,12,701.7804,97.72
471,8019.88,461.82,33,20,4896.95,27.4
598,5588.25,241.64,111,80,195,41.32
8921,575.7,18.4,1,1,0,24.92
795,13132.87,344.68,173,95,14753.3532,397.98
12242,4770.08,112,1,1,0,42.76
7897,1583.1,116.72,5,3,0,73.98
1832,14994,193.49,3,1,0,44.73
11170,311288.1,6935.67,6,1,0,41.32
7640,3621.18,47.11,11,10,0,48.8
5038,817.2,177.41,13,12,1808.3934,127.32
12132,114622.92,3334,1,1,0,47.62
12293,5487.94,271.5,4,3,0,29.37
10240,5465.88,126,1,1,11,63.79
11061,592.8,24.7,2,2,0,49.25
11168,314849.03,6902.33,3,1,0,41.32
1288,8046.33,190.12,89,75,1219,44.68
10920,53.66,1.65,1,1,58.056,27.4
11022,1073,88,2,2,0,27.12
10512,18332.13,1253.77,13,8,0,30.42
82999,8460.24,140.2,96,76,2540.44408,369.21
1539,1516.01,20.2,1,1,0,82.25
3061,2253.9,17.4,2,2,0,40.19
12203,1912.7,62,1,1,0,43.36
12204,2529.7,82,1,1,0,43.36
1907,9300,117.78,11,9,0,100.4
2061,439.81,10.3,1,1,0.05,48.07
850,5854.68,92.93,9,8,0,162.63
12427,10563,503,4,4,0,31.87
8144,6000.69,503.58,40,23,0,42.97
12410,45314.92,2185.4,5,4,15,27.25
12335,6344,305,1,1,0,29.27
7465,7764.4,128.41,26,14,988.2552,53
12296,825,33,1,1,0,43.11
12298,490,28,1,1,0,31.84
6327,132106.81,4665.76,3,2,0,28.31
10555,2730,189.18,6,3,382.4,27.4
12318,51218.7,1713,1,1,0,43.11
12431,9733.86,306,1,1,0,45.13
12433,15009.68,547,1,1,0,39.02
7335,256723.28,5420.67,3,1,69383,45.33
8517,12674.11,703.25,8,7,4813,51.06
5031,599.64,27.14,1,1,977.184,64.07
1301,2394.23,104.78,51,43,3283.119,160.66
12540,93885,2850.5,2,1,0,48.66
12422,7561.55,215,1,1,0,43.96
214,4232.22,185.24,18,11,5316.903,213.27
12457,3605,70,1,1,0,70.39
3963,2198.2,21.83,3,3,475.98338,63.81
12503,19005,905,1,1,0,26.93
7254,5472,517.5,4,1,1248.65,27.4
7329,70925.88,3372,3,2,0,51.62
12485,18096,696,1,1,0,41.76
12572,25863.5,1495,1,1,0,28
12541,4315.2,96.29,1,1,0,79.35
11294,61054.46,1221.5,2,1,24305,27.22
10751,6182.8,604.15,13,7,9023,26.39
2638,4324.7,118,1,1,0,50.83
7868,7056.85,154.27,51,39,12172.8,48.8
4532,16458.83,126.94,10,9,180.12038,112.76
2323,5036.87,113.7,153,91,719.0388,118.29
8783,7441.66,440.41,107,40,2467,28.31
1418,4404.68,52.96,112,77,2889.433848,34.7
12080,13952.35,428.88,137,61,7121,29.13
571,6192.22,203.94,53,35,6040,27.37
2790,4777.3,140.89,247,141,9464.4396,174.71
10475,5136.64,16,5,3,0,210.76
3169,2177.95,135.18,86,47,5118.1152,32.31
569,4128.55,227.05,72,40,2735,27.99
460,6276.65,428.99,103,49,4238,27.42
6310,3544.68,112.51,404,246,26844.15,46.3
6020,2247.87,62.2,725,447,15320.24,50.88
11995,118217.11,5480.58,12,1,51129,27.37
6350,3837.5,118.59,312,214,12202.3,46.3
2050,3660.49,66.8,53,43,824.95,71.53
5093,3022.84,152.12,640,247,17018.3484,20.68
9190,5056.67,174.17,127,102,10.2,47.59
11583,29162.2,1049,1,1,0,38.3
1515,2961.53,81.45,511,285,11659.578,24.95
5100,4192.28,155.8,196,72,6656.5148,32.34
4114,5827.19,157.14,238,109,5910.781,39.26
4991,1903.65,64.48,111,48,994.7784,15.29
2280,1974.97,59.84,95,49,362.8584,102.81
3372,2168.63,105.16,219,84,8494.2,32.42
1588,3310.6,75.85,47,29,8.6,56.23
760,5219.93,165.08,290,159,6287.7042,131.58
1428,2792.49,101.75,155,50,2220.9768,27.79
6042,2115.53,101.58,386,181,9950.6,32
7209,1863.27,56.44,549,341,7435.29,48.8
1538,3977.47,132.5,181,77,1272.1,34.95
8782,6565.96,459.72,75,34,2614,28.31
9841,3820.44,181.44,61,41,0,71.48
5021,2481.12,136.25,165,68,12498.89914,52.62
7678,4401.77,104.84,137,74,8916.85,48.8
7819,3168.18,91.31,82,52,2499.088,48.8
819,773.35,162.51,24,10,13766.9088,32.31
1509,4768.46,133.46,55,39,3177.7044,158.85
835,5767.57,90.9,121,36,538.02,138.49
11656,14279.3,679.96,75,40,12471,30.42
10866,1461.48,149.7,4,4,1034.322,75.58
3094,2426.91,309.26,44,33,0,89.33
82619,3587.62,16.24,59,40,659.2114,23.21
11984,9526.55,657.51,75,40,7608,27.37
4862,1699.2,53.63,95,52,507.528,47.41
2640,2929.05,106.83,140,84,6310.98,104.68
1291,7718.17,171.08,32,29,1622.088,628.34
1220,7576.2,309.52,159,86,2078,29.11
2575,4188.73,126.43,199,103,7867.6884,108.21
82625,4811.64,37.79,59,36,47.24252,33.33
668,39659.14,405.71,34,17,0,501.64
11245,10131.87,249.63,35,26,149,45.57
109,6001.77,126.12,101,55,0,77.31
7876,2556.92,115.74,131,54,4676.2632,24.92
1619,5715.1,172,78,40,371.7252,136.87
3518,6107.01,321.51,107,20,13212.4896,65.36
82805,3832.22,72.89,77,60,5232.5016,114.38
10661,5347.7,123.21,63,39,1965.25,56.23
1388,3706.8,96.7,138,83,6167.2032,55.57
3139,2236.85,116.37,200,98,4863,32
5020,3512.49,142.61,198,100,5421.1416,42.36
11621,39927.7,993.82,11,7,240,28.5
3230,6123.02,125.59,31,26,205.701,71.53
5132,4231.27,284.55,55,34,2523.276,153.45
82646,20814.98,35.73,11,9,134.12326,47.7
3513,1762.26,46.7,124,67,652.6176,9.85
11426,5839.11,261.92,63,38,39,40.34
9982,31043.74,922,4,1,0,41.32
4863,7766.63,295.58,19,14,8301.8208,1707.89
10400,4162.56,122.2,32,20,14.3,27.4
10019,4370.58,277.4,30,22,120,30.54
4970,1260.36,70.29,18,16,395.388,93.22
7884,51274.94,501.67,42,27,5929.8084,76.33
2375,4317.46,181.16,523,271,39698.1942,69.22
770,20869.91,1073.16,74,46,331,29.75
8197,9919.03,1320.24,42,23,3280,29.73
124,2173.82,95.95,89,35,3779.2128,68.94
11606,25078.62,994,1,1,0,26.93
3597,1222.65,171.23,30,17,57,26.73
9446,29993.81,1108.87,108,37,20454,26.73
8040,10307.84,361.75,11,9,3958.416,19.57
1937,2568.18,88.81,172,72,0,35.4
8866,14935.05,292.86,84,61,0,64.02
82850,6800.36,111.27,116,80,244.8192,169.88
808,755.03,97.81,25,16,691.3512,90.9
142,5187.53,91.83,42,28,2075.6112,99.57
10212,3426.33,201.88,25,11,530.145,143.59
9237,7469.46,179.76,30,21,1009.12,48.21
11660,7513.46,183.2,107,66,3464,52.83
11089,9713.03,619.12,33,12,412,29.51
10816,5788.71,125.22,34,20,216.45,46.3
11224,6439.83,356.5,4,4,0,28.31
8788,6136.98,263.13,8,8,1580,27.29
1450,3261.12,76.05,103,52,1901.4024,39.19
10587,175522.6,6280.33,6,2,19696,26.54
3583,1792.45,65.25,119,72,723.1,32.42
5437,3135.91,74.57,71,41,2065.14,53.24
1168,2713.96,33.06,91,58,384.948,17.73
10440,3109.66,145.83,47,22,18.4,27.4
82674,2479.08,18.53,33,13,43.70912,55.16
11419,8175.06,384.3,80,48,1505,41.01
520,2461.29,85.89,103,62,4396.476,63.65
7849,6885.58,240.94,40,29,4204.4,48.8
1915,292.43,20.4,43,30,510.3522,14.98
90087,18508.56,570,32,23,52,32.31
2642,3070.33,123,24,19,140,46.58
9152,29664.08,1333.04,76,30,136,27.22
4553,1425.48,113.8,12,9,1579.5072,200.41
490,661.74,65.74,21,20,532.8,48.8
1254,11235.5,202.45,90,61,6299.304,119.76
9844,2987.43,97.2,12,9,1444.5564,43.61
9374,248334.54,5811.22,9,1,0,42.97
4926,4182.38,88.12,17,13,75.528,59.36
10926,6083.08,152.59,60,36,4959.7,46.3
751,13878.81,337.04,145,47,10988,26.73
8789,12500.75,638.2,20,13,3268,27.29
11737,53289.79,1760,6,4,0,43.11
83721,5353.21,132.86,26,20,351.7294,585.24
3100,3865.96,138.08,83,56,4071.5136,319.05
1739,4637.52,166.37,71,49,0,61.06
4986,1016.53,36.43,70,41,989.9406,10.27
10768,10464.1,498.6,5,5,3582,26.61
10640,3478.34,205.62,11,9,133.336,28.51
3773,64258.3,749.02,17,13,192.9294,1891.77
8758,4101.19,93.03,7,5,0,146.08
824,1923.81,52.21,35,19,1928.9256,51.46
12034,2155.07,204.71,270,156,1884,43.83
1592,5030.06,132.07,72,52,2015.406,201.39
4721,3106.84,232.59,14,10,0,59.93
1763,11512.6,206.58,99,60,2086,50.09
11729,25778.45,815,1,1,0,52.76
7651,2876.1,205.66,7,7,65.4372,605.97
11569,2.24,10,3,1,0,54.14
9887,2059.49,38.96,115,82,1193.8,61.06
8820,11101.82,206.65,69,35,3109,65.45
11712,5379,55.76,1,1,0,289.81
8627,13183.64,853.3,20,12,2927,30.19
2759,5294.95,120.51,29,15,642.12058,561.26
1078,1758.21,31.01,25,23,1208.7144,67.62
2226,2620.68,53.96,46,11,38.1174,18.64
3178,3440.4,83.14,24,20,11.2734,53.18
4852,10674.1,292.43,26,20,10540.8366,2363.54
11774,25350,260,1,1,0,87.03
3713,40973.19,558.11,56,43,5249.6808,1197.11
82667,2128.73,26.24,26,20,1703.12976,78.21
11504,53845.5,3841.25,4,2,0,28.31
11418,7330.59,454.47,34,23,1038,41.01
7883,3529.12,268.87,41,24,3708.936,102.17
4224,2635.86,88.73,50,16,1659.042,29.52
10764,15666.53,951.29,14,8,2363,26.54
10521,4192.82,128.3,15,9,2638.128,150.11
2040,26078.23,315.46,17,6,0,175.9
2823,4434.54,109.14,76,46,271.9584,414.13
10189,94383.56,5479.21,24,2,109804,26.78
203,7360.19,321.09,49,33,5049.7656,296.3
8381,19950,406.47,34,17,970,28.5
82802,1930.54,58.5,27,21,953.3568,91.41
8982,327618.21,10362.73,15,2,90736,26.71
5022,3151.46,205.51,137,62,20884.842,71.48
10273,19006,808.64,28,18,1630,28.04
11772,5937.12,250.63,170,94,7730,48.39
8330,209724.75,7723.86,51,3,115714,30.04
10376,11414.33,1287.29,72,39,76,26.73
4519,424552.95,6263.33,15,2,39136,29.13
6820,842.93,50.93,17,12,34.45,56.23
1077,2128.18,19.27,15,9,102.6918,58.74
115,2244.29,146.7,40,34,5314.2144,68.94
10490,3592.73,206.18,56,25,4385.6,27.4
10414,12145,560.5,6,1,1313,26.16
1642,5578.73,278.65,86,48,6229,28.99
11244,7638.94,759.89,9,7,0,47.5
6790,271.92,5.95,1,1,0,56.23
11357,9176.92,261.08,33,18,6146,41.96
9305,2057.7,136.4,5,5,5,42.97
12025,6470.21,224.65,20,12,1219,27.12
3873,262601.17,7245.5,22,2,3995,30.04
4915,1845.78,63.47,9,5,2083.3488,39.69
837,1821.08,33,49,27,1161.0864,32.13
8779,11482.89,1026.4,65,31,882,29.4
10850,8089.14,257.14,37,16,137.112,27.4
4323,1952.57,43.36,35,24,715.8996,85.4
6901,1308.7,55.48,49,35,3176.2296,63.69
11702,5328.5,247.5,2,2,0,35.42
2761,7959.64,105.29,17,11,0,664.08
839,5415.07,72.55,67,41,73.4514,103.04
9558,186840.5,5744.29,14,2,0,30.35
10018,2168.18,107.3,10,10,961,30.54
11281,15061.93,959.75,4,3,0,26.73
11587,21263.33,553.5,4,1,0,59.85
8619,19667.7,307.2,5,5,0,70.79
10499,3096.9,33.75,6,1,0,136.11
6879,3267.06,189.63,19,13,3200.0826,108.73
10939,161942.38,5358.22,9,3,45943,41.01
10806,4349.26,310.63,27,22,829.4,29.75
8631,164643.98,6788,3,1,0,29.38
1045,197874,6900.42,12,2,9447,27.31
6530,2821.98,51.76,7,6,125.65,52.93
6395,12670.76,158.35,15,9,55.758,178.53
6340,3203.65,120.43,16,8,75.25,46.3
6840,3448.72,73.35,12,5,284.1,56.23
11884,24738,1330,1,1,0,33.57
